id;ano_contratacao;titulo;objetivo;grupo_tematico;subgrupo_tematico;tipo_pesquisa;programa;instituicao;sigla_instituicao;uf_instituicao;valor_projeto;status;ano_previsao
164;2020;Prevenção e controle da Covid-19: estudo multicêntrico sobre a percepção e práticas no cotidiano das orientações médico-científicas pela população dos territórios de abrangência da atenção primária à saúde;Analisar como a população dos territórios de abrangência da APS percebe e traduz em práticas do cotidiano nos âmbitos individual, familiar e coletivo as medidas de prevenção e controle da Covid-19.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;PPSUS;Universidade Federal de Alagoas;UFAL;AL;38884;Finalizado;2022
165;2020;Ações intersetoriais para promoção da saúde na estratégia saúde da família: estudo de intervenção para prevenção e controle dos fatores de risco relacionados às doenças cardiovasculares em delmiro gouveia - alagoas;Avaliar as ações intersetoriais voltadas para a promoção da saúde quanto a prevenção e controle dos fatores de riscos para as doenças cardiovasculares no município de Delmiro Gouveia Específicos;Prevenção;Outros estudos de prevenção;Avaliações de Políticas;PPSUS;Universidade Federal de Alagoas;UFAL;AL;62456;Finalizado;2022
166;2020;O comprometimento do olfato, do paladar e da audição e seu impacto na qualidade de vida dos pacientes pós-internados com Covid-19 no estado de alagoas e o desenvolvimento de um novo teste de diagnóstico para o SUS;"Avaliar o comprometimento do olfato, paladar e audição dos pacientes pós-covid no Estado de Alagoas;
Analisar a associação dos distúrbios olfativos, do paladar e/ou auditivos com parâmetros laboratoriais dos pacientes selecionados";Pós-covid;Condições Pós-Covid;Pesquisa Observacional;PPSUS;Universidade Estadual de Ciências da Saúde de Alagoas;UNCISAL;AL;185220;Finalizado;2022
167;2020;Riscos e exigências do/no trabalho em enfermagem no enfrentamento da pandemia de Covid-19 em alagoas;Analisar como os processos de trabalho da/na Enfermagem impactam na saúde das(os) trabalhadoras(es), no contexto de enfrentamento da pandemia da Covid-19 em Alagoas, considerando os riscos e as exigências do trabalho no referido campo profissional.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;PPSUS;Universidade Federal de Alagoas;UFAL;AL;44750;Finalizado;2022
168;2020;Testes randomizados de Covid-19: uma alternativa ao teste em massa para monitorar infecções por SARS-CoV-2 na população do amapá, brasil;Levantamento epidemiológico da situação da pandemia de Covid-19 nos municípios da região metropolitana de Macapá e do Oiapoque, através de aplicação de testes rápidos e por RT-PCR tanto na comunidade acadêmica dos Campi da UNIFAP quanto em residências selecionadas aleatoriamente nos municípios da região metropolitana de Macapá e do Oiapoque.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Amapá;UNIFAP;AP;49303;Finalizado;2022
169;2020;Avaliação do perfil metabolômico plasmático de pacientes hipertensos e a sua correlação com a Covid-19;Determinar o perfil metabolômico plasmático dos pacientes hipertensos acometidos pela Covid-19 e correlaciona-lo a gravidade da infecção e aos níveis plasmáticos de losartana e do seu metabólito ativo (EXP 3174).;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;PPSUS;Universidade Federal do Amapá;UNIFAP;AP;50000;Finalizado;2022
170;2020;Resiliência de famílias de crianças com necessidades especiais no contexto da pandemia Covid-19 no estado do amapá;Analisar o processo de resiliência de famílias de crianças autista no contexto da pandemia Covid-19 no Estado do Amapá.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;PPSUS;Universidade Federal do Amapá;UNIFAP;AP;21374,1;Finalizado;2022
171;2020;Estudo da assinatura molecular para a determinação de gravidade da doença do coronavírus 2019 (Covid-19);Caracterizar o perfil de expressão gênica, o imunofenótipo, marcadores de vasculopatia e ativação endotelial associado à gravidade do quadro clínico e ao prognóstico da doença Covid-19.;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;PPSUS;Universidade Estadual de Feira de Santana;UEFS;BA;196264,11;Finalizado;2022
172;2020;Monitoramento, informação em tempo real e modelagem para o enfrentamento da Covid-19: pensando a atenção básica de forma integrada em irecê, bahia.;Avaliar o impacto da implementação de um sistema de notificação em tempo real, associado ao monitoramento, vigilância molecular  e à modelagem matemática para a tomada de decisão quanto ao manejo da Covid-19 em Irecê, Bahia, no âmbito da atenção básica.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;157768;Finalizado;2022
173;2020;Estratégias e tecnologias para garantir acesso e resolubilidade da APS no contexto da pandemia de Covid-19 na macrorregião de saúde centro-leste.;Avaliar estratégias e tecnologias utilizadas por municípios da Macrorregião Centro - Leste para proporcionar/viabilizar o acesso dos usuários e garantir a resolubilidade das ações e serviços oferecidos pela APS no contexto de distanciamento social.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Outros;PPSUS;Universidade Estadual de Feira de Santana;UEFS;BA;37684;Finalizado;2022
174;2020;Avaliação dos benefícios das práticas integrativas e/ou complementares no quadro clínico de pacientes portadores do Covid-19;Realizar um ensaio clínico randomizado, triplo-cego para avaliar os benefícios das PICs na melhora clínica, redução da inflamação e no fortalecimento da resposta imunológica de pacientes frente às complicações geradas pelo coronavírus.;Tratamento;Terapias não medicamentosas;Pesquisa Clínica Intervencional (Fases I, II, III);PPSUS;Universidade Federal do Oeste da Bahia;UFOB;BA;179208,87;Finalizado;2022
175;2020;Estratégias de enfrentamento da pandemia Covid-19 em comunidades quilombolas;Analisar estratégias de enfrentamento da pandemia Covid-19 em comunidades Quilombolas;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Outros;PPSUS;Universidade Federal da Bahia;UFBA;BA;30350;Finalizado;2022
176;2020;Análise da resposta imunológica em pacientes infectados por SARS-CoV-2 com diferentes manifestações da Covid-19.;Avaliar mecanismos moleculares que determinam o desfecho final da infecção possibilitando traçar estratégias terapêuticas.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal da Bahia;UFBA;BA;187090;Finalizado;2022
177;2020;Telessaúde e cuidados em doenças crônicas e doenças raras no estado da bahia durante e após a pandemia da Covid-19;Montar um espaço específico de Teleconsultoria especializada TeleFMB/UFBA, ampliando a atenção especializada para pacientes com doenças crônicas, incluindo as raras no estado da Bahia, integrado ao ensino nas esferas de residência médica e graduação em medicina.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Translacional;PPSUS;Universidade Federal da Bahia;UFBA;BA;107118;Finalizado;2022
178;2020;Incidência de arboviroses e Covid-19: um estudo de coorte sobre imunidade, carga da doença, e impactos na qualidade de vida e produtividade laboral;Estudar a epidemiologia e a história natural de infecções pelo SARS-CoV-2 e por arbovírus (DENV, ZIKV e CHIKV) e estimar os gastos e impactos destas infecções sobre o trabalho e qualidade de vida.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Não Clínica;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;199997;Finalizado;2022
179;2020;Desenvolvimento de painel de marcadores genéticos e epigenéticos envolvidos na via mtor para o prognóstico da gravidade da Covid-19.;Desenvolver um teste molecular utilizando marcadores genéticos e epigenéticos envolvidos na via mTOR para o prognóstico da gravidade da Covid-19.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Translacional;PPSUS;Universidade Federal da Bahia;UFBA;BA;155900;Finalizado;2022
180;2020;Teleatendimento e telemonitoramento como estratégia de reorganização da produção do cuidado na atenção primária à saúde;Desenvolver protocolos para reorganização do processo de trabalho na Atenção Primária à Saúde (APS) no contexto da pandemia da Covid-19 e avaliar a incorporação do teleatendimento e telemonitoramento a usuários suspeitos, confirmados e recuperados da Covid-19 e outros grupos prioritários no Sistema Único de Saúde (SUS) da região de saúde de Ilhéus e Itabuna.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Estadual de Santa Cruz;UESC;BA;171560;Finalizado;2022
181;2020;SARS-CoV-2: diagnóstico, perfil de infecção, epidemiologia molecular e fatores de risco associados à Covid-19 na microrregião Ilhéus-itabuna.;Traçar o perfil de infecção por SARS-CoV no eixo Ilhéus-Itabuna, quanto às características clínicas e demográficas e identificar possíveis fatores de risco para a forma grave da Covid-19 na população estudada.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Estadual de Santa Cruz;UESC;BA;199955;Finalizado;2022
182;2020;Efetividade de e-terapias psicossociais no enfrentamento da pandemia do Covid-19;Analisar efetividade de e-terapias psicossociais produzidas por enfermeiros, psicólogos e outros profissionais especializados em saúde mental, durante o manejo de demandas emocionais relacionadas à pandemia do Covid-19.;Projetos Transversais;Impactos na Saúde Mental;Avaliação de Tecnologias em Saúde;PPSUS;Universidade Estadual de Santa Cruz;UESC;BA;69633,49;Finalizado;2022
183;2020;Vigilância em saúde mental no contexto da pandemia de Covid-19: fortalecimento das redes de atenção à saúde mental e trabalho;"Avaliar a situação de saúde mental (SM) no contexto da pandemia da Covid-19, com foco em: a) elaborar instrumento de mensuração dos impactos da pandemia em dimensões da vida; b) mapear os serviços/ações de atenção à SM nos territórios; c) caracterizar a frequência e fatores associados aos transtornos mentais (TM) e suicídio em populações com 15 anos ou mais de idade; d) rastrear TM relacionados ao trabalho e à Covid-19; e) monitorar a situação de saúde mental e Covid-19, com ênfase na atuação-integração da Atenção Básica (ABS).";Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;PPSUS;Universidade Estadual de Feira de Santana;UEFS;BA;175003,8;Finalizado;2022
184;2020;Telecompartilhamento do cuidado entre a atenção básica e atenção especializada: qualificação das ações de telemedicina e telessaúde para apoio ao cuidado durante a pandemia de Covid-19.;Qualificar o Programa de Telecompartilhamento da saúde como parte das ações do Núcleo de Telessaúde da Secretaria de Saúde do Estado da Bahia para ampliação e qualificação do acesso aos serviços especializados a partir da rede da atenção básica.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;PPSUS;Instituto Federal de Educação, Ciência e Tecnologia da Bahia;IFBA;BA;88200;Finalizado;2022
185;2020;Tecnologia e inovação no apoio a vigilância epidemiológica, investigação da dinâmica de difusão de casos e distribuição dos óbitos Covid-19 no estado da bahia;Propor uma metodologia computacional de apoio a Vigilância Epidemiológica da Secretaria de Saúde do Estado da Bahia (SESAB), a partir do linkage determinístico dos sistemas de informações oficiais com a finalidade de recomendar e adotar medidas de prevenção e controle da Covid-19 para o Estado da Bahia.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Avaliação de Tecnologias em Saúde;PPSUS;Instituto Federal de Educação, Ciência e Tecnologia da Bahia;IFBA;BA;104240;Finalizado;2022
186;2020;Desenvolvimento de novas tecnologias para o diagnóstico de viroses emergentes;"Avaliar a sensibilidade e especificidade da técnica de ATR-FTIR (Attenuated total reflection -Fourier transform infrared spectroscopy) associada a inteligência artificial e machine learning como estratégia de triagem rápida de baixo custo; e de predição prognóstica para a Covid-19 e outras viroses emergentes.";Diagnóstico e Prognóstico;Desenvolvimento de Testes;Avaliação de Tecnologias em Saúde;PPSUS;Universidade Estadual de Santa Cruz;UESC;BA;200000;Finalizado;2022
187;2020;Covid-19, uma avaliação dos aspectos associados à infecção pelo SARS-CoV-2 entre profissionais da saúde e de suporte em ambiente de trabalho.;Realizar a epidemiologia molecular da Covid-19 entre trabalhadores (as) de serviços de saúde em 48 municípios do estado da Bahia, verificando a ocorrência da infecção pelo Sars-CoV-2, perfis ocupacionais e clínicos. Neste estudo serão focalizadas as ações de vigilância molecular para Covid-19 entre trabalhadores, através da testagem periódica e avaliação da adesão às medidas de prevenção e controle da Covid-19. Proporcionar treinamento sobre medidas de prevenção específicas, como as de Precauções Padrão (PP), medidas eficazes para redução dos riscos aos quais os trabalhadores da saúde estão expostos. Otimizar o papel estratégico da Atenção Primária à Saúde (APS) no combate das situações críticas passadas e presente, e a sua capacidade para ampliar e consolidar as ações de prevenção e controle da Covid-19 junto às populações atendidas.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Não Clínica;PPSUS;Universidade Federal do Recôncavo da Bahia;UFRB;BA;156561,21;Finalizado;2022
188;2020;Biomarcadores de resposta imunológica relacionados ao desenvolvimento de sequela respiratórias pós-covid;O nosso objetivo geral é avaliar as características da resposta imune na Covid-19 (doença- leve, moderada e grave) buscando marcadores de memória e de risco de desenvolvimento de sequela respiratória.;Pós-covid;Condições Pós-Covid;Pesquisa Não Clínica;PPSUS;Fundação Oswaldo Cruz;FIOCRUZ;PR;198797;Finalizado;2022
189;2020;Vigilância molecular de coronavírus e adenovírus em animais selvagens no estado da bahia;Identificar e caracterizar a diversidade filogenética dos vírus das famílias Coronaviridae e Adenoviridae circulantes em animais selvagens, dentro do Estado da Bahia.  O desenvolvimento deste projeto visa atender à demanda local, regional e nacional, tem um caráter preventivo, ao utilizar a vigilância molecular, sub subárea da Vigilância epidemiológica, para caracterizar filogeneticamente, e identificar as cepas que podem estar circulando dentro do Estado da Bahia, revelando novos potenciais novos hospedeiros e patogenicidade. A comparação das cepas identificadas neste projeto, com as cepas existentes que provocam morbimortalidades, impactará em ações de controle de curto e médio prazo no monitoramento de animais e humanos infectados pelos membros das famílias Coronaviridae e Adenoviridae. A utilização da Vigilância Molecular, é indispensável para a estruturação de um banco de dados contendo amostras de DNA e de RNA virais. Este banco dará subsídios robustos quanto aos tipos de vírus identificados, quando também subsidiará a estruturação de uma Rede de Vigilância Molecular de Viroses Emergentes e Reemergentes no Estada da Bahia com pesquisadores de diferentes instituições, que permitirá o monitoramento e antecipação da ocorrência de novas epidemias de alta morbimortalidade em animais e em humanos. A análise das lesões nos órgãos dos animais indicará o grau do processo inflamatório viral, e permitirá uma comparação sobre a histopatologia, o histotropismo e a amplitude das lesões identificadas nos animais, com as sequelas multissistêmicas detectadas nas vítimas humanas que se recuperaram de um quadro viral principalmente por SARS-CoV-2, e que claramente interfere na gestão do Sistema Único de Saúde com alto impacto social.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Não Clínica;PPSUS;Universidade Federal do Recôncavo da Bahia;UFRB;BA;194932,46;Finalizado;2022
190;2020;Desenvolvimento de processos interativos de formação nas ações de educação permanente em saúde da rede hospitalar do ceará;"Desenvolver estratégias e tecnologias interativas de formação para as ações de Educação Permanente em Saúde da rede hospitalar do estado do
Ceará.";Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Translacional;PPSUS;Universidade Estadual do Ceará;UECE;CE;148990;Finalizado;2022
191;2020;Coorte prospectiva sobre o novo coronavírus SARS-CoV-2 e seu impacto sobre a mortalidade no ceará (rebracovid);Descrever a história natural do novo coronavírus SARS-CoV-2 na cidade de Fortaleza-Ceará e desenvolver um escore clínico para diagnóstico e prognóstico de Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Federal do Ceará;UFC;CE;239120;Finalizado;2022
192;2020;Práticas de cuidado em saúde mental na Covid-19 produzidas pelas experiências com grupos de gestão autônoma da medicação (gam) no ceará;Analisar as práticas de cuidado em saúde mental no contexto da Covid-19 a partir dos efeitos produzidos nas experiências dos usuários da Rede de Atenção Psicossocial (RAPS) em grupos de Gestão Autônoma da Medicação (GAM) no Estado do Ceará.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;PPSUS;Universidade Regional do Cariri;URCA;CE;116899,95;Finalizado;2022
193;2020;Narrativas de psicólogas dos centros de atenção psicossocial (caps) no contexto da Covid-19: vicissitudes das demandas de cuidado e gênero na atuação da clínica em saúde mental e atenção psicossocial;Compreender as vicissitudes das demandas surgidas no contexto da Covid-19 e suas implicações para a clínica da Saúde mental e Atenção psicossocial nos Centros de Atenção Psicossocial (CAPS) de Fortaleza, Ceará, a partir das narrativas de psicólogas que atuaram e atuam nesses serviços durante a pandemia.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;PPSUS;Universidade Federal do Ceará;UFC;CE;51910;Finalizado;2022
194;2020;Avaliação do potencial de transmissão vertical do vírus SARS-CoV-2, em gestações associadas a infecção por Covid-19;Investigar a ocorrência de transmissão vertical em crianças de gestantes suspeitas ou confirmadas de Covid-19.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade de Fortaleza;UNIFOR;CE;172397,1;Finalizado;2022
195;2020;Perfil demográfico, clínico e funcional de pacientes hospitalizados pela Covid-19 e sua relação com doenças crônicas prévias.;Realizar uma análise do perfil demográfico, clínico e funcional de pacientes hospitalizados pela Covid-19 e sua relação com doenças crônicas prévias.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Ceará;UFC;CE;8674,6;Finalizado;2022
196;2020;Gestão do cuidado psicossocial no contexto da Covid-19: estratégias de enfrentamento e promoção à saúde mental diante do “novo normal;Analisar a gestão do cuidado em saúde mental no contexto da Covid-19.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;PPSUS;Universidade Estadual do Ceará;UECE;CE;112559,4;Finalizado;2022
197;2020;Desfechos clínicos em pacientes recuperados após hospitalização por Covid-19;Avaliar as alterações e complicações sistêmicas de pacientes que foram hospitalizados, recuperados da Covid-19, após 24 meses, comparando pacientes que têm comorbidade com os que não têm comorbidade.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;PPSUS;Universidade Estadual do Ceará;UECE;CE;123533,6;Finalizado;2022
198;2020;Recobrimento de superfícies e epis de serviços de saúde utilizando um sistema polimérico antiviral para o combate a Covid-19;Avaliar o uso de nanosistemas à base de nanopartículas de óxido de ferro e biopolímeros como tecidos técnicos para fabricação de artigos de proteção individual e coletiva contra o vírus SARS-Cov-2 e que seja aplicável a outros patógenos.;Prevenção;Outros estudos de prevenção;Pesquisa Não Clínica;PPSUS;Universidade Federal do Ceará;UFC;CE;215433,34;Finalizado;2022
199;2020;Estudo farmacoepidemiológico de pacientes diagnosticados com Covid-19 e atendidos em um hospital universitário: uma coorte retrospectiva;Caracterizar as pessoas diagnosticadas com Covid-19 que foram hospitalizadas em um hospital universitário correlacionando com os desfechos clínicos, terapêuticos apresentados pelos pacientes.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Espírito Santo;UFES;ES;64790;Finalizado;2022
200;2020;Monitoramento genômico e análise da dispersão espaço-temporal do SARS-CoV-2 no espírito santo durante o pico epidêmico;Entender o padrão de dispersão e evolução do vírus SARS-CoV-2 no Espírito Santo, através da análise dos genomas completos virais e de indicadores da epidemiologia clássica, visando subsidiar intervenções e adequações de políticas em Saúde Pública durante a pandemia de Covid-19.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Espírito Santo;UFES;ES;85048;Finalizado;2022
201;2020;Ocorrência de ansiedade e depressão pós-parto e duração do aleitamento materno durante a pandemia da Covid-19;Avaliar a prevalência da ansiedade e depressão pós-parto de puérperas e suas influências sobre a duração do aleitamento materno exclusivo e desenvolvimento neuropsicomotor dos lactentes entre puérperas do Hospital Materno InfantilFrancisco de Assis (Cachoeiro de Itapemirim) e do Hospital Infantil e Maternidade Alzir Bernardino Alves de Vila Velha-ES.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;PPSUS;Instituto Federal do Espírito Santo;IFES;ES;111700;Finalizado;2022
202;2020;Isolamento social avaliado por matriz de interação social, infecção e adoecimento pelo SARS-CoV-2;Avaliar a associação entre as medidas de isolamento e distanciamento social, através de matriz de interação social, e o risco de infecção e adoecimento pelo SARS-CoV-2, na Grande Vitória (ES).;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Espírito Santo;UFES;ES;144410;Finalizado;2022
203;2020;Acesso a serviços de saúde e multimorbidade;"Avaliar o acesso aos serviços de atenção primária à saúde, média complexidade, hospitalar e de urgência e emergência por mulheres adultas no município de Vitória-ES, sob o prisma dos determinantes sociais de saúde e em contexto de crise de saúde pública (pandemia de Covid-19).

Objetivos Específicos

Descrever a utilização de serviços de atenção primária à saúde, média complexidade, hospitalar e de urgência e emergência durante 1 ano.

Mensurar prevalência de utilização (de Atenção Primária à Saúde, ambulatorial de média complexidade, hospitalização e de serviços de urgência e emergência), falta de acesso à consulta médica e necessidades de saúde não atendidas durante 1 ano.

Avaliar características demográficas, socioeconômicas e de situação de saúde, em especial com a presença de multimorbidade, associadas à utilização de serviços de saúde, falta de acesso à consulta médica e necessidades de saúde não atendidas.

Identificar facilitadores e barreiras para a utilização de serviços de saúde.

Analisar diferenças sociais na utilização de serviços de saúde, falta de acesso e necessidades de saúde não atendidas, que configuram iniquidades em saúde.

Estimar a prevalência de utilização de serviços de saúde e falta de acesso em decorrência da Covid-19.

Discutir as implicações da pandemia no acesso aos serviços de saúde, no aprofundamento de desigualdades em saúde e na organização dos modelos de atenção ambulatorial e hospitalar com vistas à preparação de respostas qualificadas para novos contextos de crise em saúde pública.";Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;PPSUS;Universidade Federal do Espírito Santo;UFES;ES;93980;Finalizado;2022
204;2020;Desenvolvimento de um aplicativo móvel de triagem, orientações e monitoramento das deficiências funcionais, limitações às atividades e restrições à participação social secundárias à Covid-19, para a prevenção de sequelas, reabilitação e reinserção dos indivíduos à vida social e profissional.;Desenvolver um App móvel gratuito para registrar informações relacionadas às sequelas e/ou queixas persistentes referidas pelas pessoas que foram acometidas pela Covid-19, sistematizar orientações para o autocuidado desses indivíduos e detectar a necessidade de referenciamento para assistência especializada.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Translacional;PPSUS;Universidade Federal do Espírito Santo;UFES;ES;94665,8;Finalizado;2022
205;2020;Desenvolvimento de testes diagnósticos para Covid-19 a partir de tecnologias analíticas de alta resolução (maldi ms) combinadas com aprendizagem de máquina.;Desenvolver metodologias que forneçam resposta rápida e de elevada acurácia para detectar moléculas biomarcadoras, como proteínas, peptídeos, metabólitos, de doenças como Covid-19 a partir de amostras de fluidos biológicos de pacientes, utilizando a técnica de espectrometria de massas de alta resolução, MALDI MS, combinada com aprendizagem de máquina. Com isso aprimorar e desenvolver novos testes para diagnóstico, de antígenos virais, da Covid-19, que sejam prioritariamente testes rápidos, eficazes e de baixo custo.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;PPSUS;Instituto Federal do Espírito Santo;IFES;ES;135291,25;Finalizado;2022
206;2020;Caracterização da multirresistência de pseudomonas aeruginosa em co-infecção com Covid-19 e vírus respiratórios em infantis hospitalizados;Identificar P. aeruginosas associadas a co-infecção com o vírus Covid-19 e com outros vírus respiratórios que integram o painel viral em crianças de UTIs, estudando o perfil de resistência dos isolados frente aos antimicrobianos utilizados na prática clínica e a partir dessas informações, identificar compostos inibidores de P. aeruginosa e avaliar a citotoxicidade desses compostos.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Clínica Intervencional (Fases I, II, III);PPSUS;Universidade Federal de Goiás;UFG;GO;149999,88;Finalizado;2022
207;2020;Avaliação de estratégias no enfrentamento dos impactos psicossociais da pandemia de Covid-19 no estado de goiás;Avaliar as estratégias da Rede de Atenção Psicossocial no enfrentamento dos impactos psicossociais da pandemia de Covid-19 no Estado de Goiás.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Não Clínica;PPSUS;Universidade Federal de Goiás;UFG;GO;100700;Finalizado;2022
208;2020;Impacto da pandemia Covid-19 e outras infecções transmissíveis em populações vulneráveis: epidemiologia, conhecimentos e significados;Estimar a prevalência e analisar fatores associados ao SARS-CoV-2, adesão às medidas de prevenção, conhecimentos e significados frente à pandemia Covid-19, bem como investigar as infecções pelo HIV, HBV, HCV e sífilis em grupos vulneráveis de Goiânia, Goiás.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal de Goiás;UFG;GO;148300;Finalizado;2022
209;2020;Coinfecção viral-bacteriana e caracterização do perfil de sensibilidade de amostras isoladas em utis pediátrica: diagnóstico avançado com apoio de imagem hiperespectral e inteligência artificial e aplicação de terapia de reposição de fármacos: uma solução para o SUS na era pós-covid;Identificar microrganismos, padronizar diagnóstico por imagem, avaliar a prevalência e caracterizar os perfis de resistência de microrganismos multirresistentes (MDR) envolvidos em coinfecções em pacientes hospitalizados com Covid-19, bem como investigar estratégias terapêuticas complementares baseadas no reposicionamento de fármacos e no uso de nanopartículas com atividade antimicrobiana.;Tratamento;Manejo Clínico pacientes com COVID-19;Outros;PPSUS;Universidade Federal de Goiás;UFG;GO;150000;Finalizado;2022
210;2020;Avaliação de alterações na saúde oral de indivíduos com Covid-19 hospitalizados em unidades públicas de referência;Avaliar as alterações de saúde oral de indivíduos com Covid-19 hospitalizados em Unidades Públicas de Referências para investigar esta associação com fluxo salivar, composição da saliva e fatores sistêmicos.;Tratamento;Manejo Clínico pacientes com COVID-19;Outros;PPSUS;Centro de Ensino Unificado do Maranhão;CEUMA;MA;45300;Finalizado;2022
211;2020;Desenvolvimento de software web de controle, gerenciamento e acompanhamento dos pacientes hospitalizados por Covid-19 no estado do maranhão;Desenvolver um software via web para gestão de dados e acompanhamento da evolução clínica do paciente em Unidades de Internação no Estado do Maranhão;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Translacional;PPSUS;Centro de Ensino Unificado do Maranhão;CEUMA;MA;49952,8;Finalizado;2022
212;2020;Desenvolvimento dispositivos contendo lectinas vegetais para diagnóstico diferencial de infecções causadas pelo vírus SARS-CoV-2;Investigar o papel da glicosilação na patogênese de SARS-CoV-2 para o desenvolvimento de biodispositivos para diagnóstico diferencial de Covid-19 baseado na interação de lectinas com glicoproteínas presentes nos fluídos biológicos.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;PPSUS;Centro de Ensino Unificado do Maranhão;CEUMA;MA;99993,74;Finalizado;2022
213;2020;Avaliação do impacto da Covid-19 em quilombos maranhenses;Avaliar o impacto da Covid-19 em quilombos maranhenses.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Federal do Maranhão;UFMA;MA;75425;Finalizado;2022
214;2020;Impacto da pandemia da Covid-19 na prática profissional dos cirurgiões dentistas, auxiliares e técnicos em saúde bucal do maranhão;Analisar o impacto da pandemia da Covid-19 na prática dos profissionais de odontologia do Maranhão.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;PPSUS;Universidade Estadual do Maranhão;UEMA;MA;67980;Finalizado;2022
215;2020;Monitoramento da circulação de arbovírus (flavivirus e alphavirus) em mosquitos aedes e em humanos de áreas com registro de Covid-19 da mesorregião leste maranhense;Investigar a circulação de arbovírus de importância médica em mosquitos Aedes aegypti e A. albopictus e caracterizar o perfil clínico-epidemiológico dos pacientes infectados nas áreas endêmicas de SARS-CoV-2 em municípios da Mesorregião Leste Maranhense, estado do Maranhão.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;PPSUS;Universidade Estadual do Maranhão;UEMA;MA;87825,52;Finalizado;2022
216;2020;Caracterização do perfil de biomarcadores inflamatórios e bioquímicos em gestantes com Covid-19;Caracterizar o perfil de biomarcadores circulantes em gestantes diagnosticadas com Covid-19 e verificar sua possível relação com os desfechos clínicos e laboratoriais.;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Outros;PPSUS;Universidade Federal do Maranhão;UFMA;MA;94170;Finalizado;2022
